iter	F1	Logloss
251	0.7784023669	0.1833812691
252	0.7784023669	0.1833798388
253	0.7784023669	0.1833402503
254	0.7784023669	0.1833106735
255	0.7784023669	0.1833105624
256	0.7784023669	0.18330891
257	0.7784023669	0.1832586711
258	0.7784023669	0.1832578657
259	0.7784023669	0.1832562133
260	0.7784023669	0.1832553801
261	0.7784023669	0.1832549636
262	0.7784023669	0.1832529224
263	0.7784023669	0.1832521447
264	0.7784023669	0.183220735
265	0.7728640193	0.1832031833
266	0.7728640193	0.1832026834
267	0.7728640193	0.1832025446
268	0.7784023669	0.1831482093
269	0.7728640193	0.1831223539
270	0.7728640193	0.183120646
271	0.7728640193	0.1831191046
272	0.7728640193	0.1831190769
273	0.7728640193	0.1831179382
274	0.7728640193	0.1830967485
275	0.7728640193	0.1830964707
276	0.7728640193	0.1830944989
277	0.7728640193	0.1830942073
278	0.7728640193	0.1830762391
279	0.7728640193	0.1830758364
280	0.7728640193	0.1830756836
281	0.7728640193	0.1830741562
282	0.7728640193	0.1830640473
283	0.7728640193	0.1830205708
284	0.7728640193	0.1830174048
285	0.7728640193	0.1830159746
286	0.7728640193	0.1829703596
287	0.7728640193	0.1829702486
288	0.7728640193	0.1829702347
289	0.7728640193	0.1829702069
290	0.7728640193	0.1829550991
291	0.7728640193	0.1829541965
292	0.7728640193	0.1829521831
293	0.7728640193	0.1829179406
294	0.7728640193	0.1829178018
295	0.7728640193	0.1829178157
296	0.7728640193	0.1829071652
297	0.7728640193	0.1829054156
298	0.7728640193	0.1828965704
299	0.7728640193	0.182896487
300	0.7728640193	0.1828951818
301	0.7728640193	0.1828951957
302	0.7728640193	0.1828940292
303	0.7728640193	0.182894057
304	0.7728640193	0.1828929045
305	0.7728640193	0.1828918353
306	0.7728640193	0.1828909049
307	0.7728640193	0.1828802267
308	0.7728640193	0.182880199
309	0.7728435948	0.1828493724
310	0.7728435948	0.1828484698
311	0.7728435948	0.1828405549
312	0.7728435948	0.1828405827
313	0.7728435948	0.1828376389
314	0.7728435948	0.1828255027
315	0.7729599518	0.1828253361
316	0.7785016287	0.1828220035
317	0.7787322275	0.1828210453
318	0.7787322275	0.182820962
319	0.7787322275	0.1827672516
320	0.7787322275	0.1827633081
321	0.7787322275	0.1827624194
322	0.7787322275	0.1827599199
323	0.7787322275	0.182759906
324	0.7787322275	0.1827592951
325	0.7787322275	0.1827592951
326	0.7787322275	0.1827570039
327	0.7787322275	0.1827561569
328	0.7787322275	0.182753463
329	0.7787322275	0.182753463
330	0.7787322275	0.1827532964
331	0.7787322275	0.1827525604
332	0.7787322275	0.1827519911
333	0.7787322275	0.1827376609
334	0.7787322275	0.1827374804
335	0.7787322275	0.1827373416
336	0.7787322275	0.182735703
337	0.7787322275	0.1827334535
338	0.7731927711	0.1827250526
339	0.7731927711	0.1827242333
340	0.7731927711	0.1827136107
341	0.7731927711	0.1827032241
342	0.7787322275	0.1826926431
343	0.7787322275	0.1826926292
344	0.7787322275	0.1826920321
345	0.7787322275	0.1826658712
346	0.7787322275	0.1826649131
347	0.7787322275	0.1826647881
348	0.7787322275	0.1826633162
349	0.7787322275	0.1826619832
350	0.7787322275	0.182661886
351	0.7787322275	0.1826605252
352	0.7787322275	0.1826604141
353	0.7787322275	0.1826543182
354	0.7787322275	0.1826532212
355	0.7787322275	0.1826521937
356	0.7787322275	0.1826125913
357	0.7776619509	0.1826086894
358	0.7776619509	0.1826001912
359	0.7776619509	0.1825992748
360	0.7776619509	0.1825977751
361	0.7776619509	0.1825977057
362	0.7776619509	0.1825975946
363	0.7776619509	0.1825975391
364	0.7776619509	0.1825967476
365	0.7776619509	0.1825960255
366	0.7776619509	0.1825953729
367	0.7776619509	0.1825947341
368	0.7776619509	0.1825668375
369	0.7776619509	0.1825666709
370	0.7776619509	0.1825666292
371	0.7776619509	0.1825652406
372	0.7776619509	0.1825369691
373	0.7776619509	0.182530901
374	0.7776619509	0.1825308454
375	0.7776619509	0.1825294707
376	0.7776619509	0.182528832
377	0.7776619509	0.1825282627
378	0.7776619509	0.1825277072
379	0.7776619509	0.18252761
380	0.7776619509	0.1824872023
381	0.7780259044	0.1824656515
382	0.7780259044	0.1824540985
383	0.7780259044	0.1824187729
384	0.7780259044	0.1824094833
385	0.7780259044	0.1824094833
386	0.7780259044	0.1824087335
387	0.7780259044	0.1824085946
388	0.7780259044	0.1824080808
389	0.7780259044	0.1824080392
390	0.7780259044	0.1824012351
391	0.7780259044	0.1824012073
392	0.7780259044	0.1824011934
393	0.7780259044	0.1823959029
394	0.7780259044	0.1823645904
395	0.7780259044	0.1823645904
396	0.7780259044	0.1823641044
397	0.7780259044	0.1823585084
398	0.7780259044	0.1823584945
399	0.7780259044	0.1823584529
400	0.7780259044	0.1823579946
401	0.7780259044	0.1823578002
402	0.7780259044	0.1823569254
403	0.7780259044	0.1823568421
404	0.7780259044	0.1823549814
405	0.7780259044	0.1823546065
406	0.778489498	0.1823499964
407	0.778489498	0.1823430813
408	0.778489498	0.1823430396
409	0.778489498	0.1823430118
410	0.778489498	0.182342623
411	0.778489498	0.1823133656
412	0.778489498	0.18231331
413	0.778489498	0.1822893431
414	0.778489498	0.1822878851
415	0.778489498	0.1822871908
416	0.7780259044	0.1822667231
417	0.7780259044	0.1822667509
418	0.778489498	0.1822662232
419	0.7780259044	0.1822412843
420	0.778489498	0.1822314253
421	0.778489498	0.1822182893
422	0.778489498	0.1822157066
423	0.778489498	0.1822084582
424	0.778489498	0.182208361
425	0.778489498	0.182208361
426	0.778489498	0.1822083471
427	0.778489498	0.1822083054
428	0.778489498	0.1822082915
429	0.778489498	0.1822082082
430	0.778489498	0.1822082082
431	0.778489498	0.1822069446
432	0.778489498	0.1822068891
433	0.778489498	0.1822064864
434	0.778489498	0.182205806
435	0.778489498	0.1822047923
436	0.778489498	0.1822044174
437	0.778489498	0.1822043896
438	0.778489498	0.1822043757
439	0.778489498	0.1822043063
440	0.778489498	0.1821798534
441	0.778489498	0.1821792979
442	0.778489498	0.1821792563
443	0.778489498	0.1821621767
444	0.778489498	0.1821616074
445	0.778489498	0.1821611353
446	0.778489498	0.1821512485
447	0.778489498	0.1821508042
448	0.778489498	0.1821499988
449	0.778489498	0.1821474022
450	0.778489498	0.1821466801
451	0.778489498	0.1821362657
452	0.778489498	0.182074932
453	0.778489498	0.1820748904
454	0.778489498	0.1820665033
455	0.778489498	0.182066184
456	0.778489498	0.1820660868
457	0.778489498	0.1820608102
458	0.778489498	0.182059616
459	0.778489498	0.1820408284
460	0.778489498	0.1820401342
461	0.778489498	0.1820345798
462	0.778489498	0.1820342466
463	0.778489498	0.1820335106
464	0.778489498	0.182033469
465	0.778489498	0.1820328163
466	0.778489498	0.1820328163
467	0.778489498	0.1820324969
468	0.778489498	0.1820324692
469	0.778489498	0.1820324136
470	0.778489498	0.1820320804
471	0.778489498	0.182027498
472	0.778489498	0.1820193471
473	0.778489498	0.1820096131
474	0.778489498	0.1820092937
475	0.778489498	0.182009266
476	0.778489498	0.1820089882
477	0.778489498	0.181997588
478	0.778489498	0.1819971159
479	0.778489498	0.1819899924
480	0.778489498	0.1819695108
481	0.778489498	0.1819694969
482	0.778489498	0.1819646508
483	0.778489498	0.1819642064
484	0.778489498	0.1819641926
485	0.778489498	0.1819557361
486	0.778489498	0.1819556944
487	0.778489498	0.181936171
488	0.778489498	0.1819358794
489	0.778489498	0.1819257149
490	0.778489498	0.1819251734
491	0.778489498	0.181909774
492	0.778489498	0.1819097601
493	0.778489498	0.1819066775
494	0.778489498	0.1819066913
495	0.778489498	0.1819059971
496	0.778489498	0.1819059971
497	0.778489498	0.1819053722
498	0.778489498	0.1819051222
499	0.778489498	0.1818843768
500	0.778489498	0.1818833215
501	0.778489498	0.1818828077
502	0.778489498	0.18188278
503	0.778489498	0.181873171
504	0.778489498	0.1818726294
505	0.778489498	0.1818721434
506	0.778489498	0.1818695051
507	0.778489498	0.1818693107
508	0.778489498	0.1818655893
509	0.778489498	0.1818585631
510	0.778489498	0.1818536753
511	0.778489498	0.1818536058
512	0.778489498	0.1818515785
513	0.778489498	0.1818515368
514	0.778489498	0.1818505093
515	0.778489498	0.181849454
516	0.778489498	0.1818494262
517	0.778489498	0.1818487736
518	0.778489498	0.1818481487
519	0.778489498	0.1818476071
520	0.778489498	0.1818471211
521	0.778489498	0.1818467185
522	0.778489498	0.1818463019
523	0.778489498	0.1818458575
524	0.778489498	0.1818390813
525	0.778489498	0.1818386924
526	0.778489498	0.1818269728
527	0.778489498	0.1818269173
528	0.778489498	0.1818266951
529	0.778489498	0.1818043667
530	0.778489498	0.181803964
531	0.778489498	0.181797396
532	0.778489498	0.1817969933
533	0.778489498	0.1817804136
534	0.778489498	0.1817800804
535	0.778489498	0.1817795111
536	0.778489498	0.1817790945
537	0.778489498	0.1817787751
538	0.778489498	0.181778428
539	0.778489498	0.1817534335
540	0.778489498	0.1817530863
541	0.778489498	0.1817454908
542	0.778489498	0.1817453658
543	0.778489498	0.1817399503
544	0.778489498	0.1817355207
545	0.778489498	0.1817349931
546	0.778489498	0.1817346043
547	0.778489498	0.181734271
548	0.778489498	0.1817104152
549	0.778489498	0.1817103319
550	0.778489498	0.1817008062
551	0.778489498	0.1816935717
552	0.778489498	0.1816934745
553	0.778489498	0.1816930023
554	0.778489498	0.1816925441
555	0.778489498	0.1816921553
556	0.778489498	0.1816918082
557	0.778489498	0.1816891004
558	0.778489498	0.1816886977
559	0.778489498	0.1816760339
560	0.778489498	0.1816757284
561	0.778489498	0.1816754368
562	0.778489498	0.1816752285
563	0.778489498	0.1816468181
564	0.778489498	0.1816464987
565	0.778489498	0.1815695157
566	0.778489498	0.1815691824
567	0.778489498	0.1815665997
568	0.778489498	0.1815662803
569	0.778489498	0.1815562964
570	0.778489498	0.1815539497
571	0.778489498	0.1815536581
572	0.778489498	0.1815296633
573	0.778489498	0.181507571
574	0.778489498	0.1815038635
575	0.778489498	0.1815005587
576	0.778489498	0.1815002254
577	0.778489498	0.1814976287
578	0.778489498	0.1814972816
579	0.778489498	0.1814970039
580	0.778489498	0.1814951015
581	0.778489498	0.181494796
582	0.778489498	0.1814945183
583	0.778489498	0.1814915606
584	0.778489498	0.1814912968
585	0.778489498	0.1814910469
586	0.778489498	0.1814908247
587	0.778489498	0.1814906442
588	0.778489498	0.1814901859
589	0.778489498	0.1814901165
590	0.778489498	0.1814878809
591	0.778489498	0.1814620671
592	0.778489498	0.1814618866
593	0.778489498	0.1814599287
594	0.778489498	0.1814398915
595	0.778489498	0.1814396276
596	0.778489498	0.1814394194
597	0.778489498	0.1814308101
598	0.778489498	0.181430588
599	0.778489498	0.1814301436
600	0.778489498	0.1814299353
601	0.778489498	0.1814251725
602	0.778489498	0.181415022
603	0.778489498	0.1814147998
604	0.778489498	0.1814146054
605	0.778489498	0.1813933184
606	0.778489498	0.1813867643
607	0.778489498	0.1813844731
608	0.778489498	0.181380113
609	0.778489498	0.1813798214
610	0.778489498	0.1813795992
611	0.778489498	0.1813572153
612	0.778489498	0.1813569653
613	0.778489498	0.1813536466
614	0.778489498	0.1813536466
615	0.778489498	0.1813177795
616	0.778489498	0.1813174462
617	0.778489498	0.1813163215
618	0.778489498	0.1813160438
619	0.778489498	0.1813157938
620	0.778489498	0.1813149329
621	0.778489498	0.1813146691
622	0.778489498	0.1813126417
623	0.778489498	0.1813097257
624	0.778489498	0.1813094202
625	0.778489498	0.1813026856
626	0.778489498	0.1813024634
627	0.778489498	0.1813022413
628	0.778489498	0.1813021718
629	0.778489498	0.1813021441
630	0.778489498	0.1812985476
631	0.778489498	0.1812982421
632	0.778489498	0.1812935071
633	0.778489498	0.1812911326
634	0.778489498	0.1812908132
635	0.778489498	0.1812907021
636	0.778489498	0.1812906744
637	0.778489498	0.1812904661
638	0.778489498	0.1812904244
639	0.778489498	0.1812786076
640	0.778489498	0.1812726228
641	0.778489498	0.181272595
642	0.778489498	0.1812722201
643	0.778489498	0.181259709
644	0.778489498	0.1812595007
645	0.778489498	0.1812594035
646	0.778489498	0.181259223
647	0.778489498	0.1812591952
648	0.778489498	0.1812591952
649	0.778489498	0.1812583759
650	0.778489498	0.1812562653
651	0.778489498	0.1811741723
652	0.778489498	0.1811741445
653	0.778489498	0.1811679792
654	0.778489498	0.1811677015
655	0.778489498	0.1811612307
656	0.778489498	0.1811208229
657	0.7786054827	0.1811197537
658	0.7786054827	0.1811195454
659	0.778721502	0.1811045904
660	0.778721502	0.1810955785
661	0.778771616	0.1810951619
662	0.778771616	0.1810943982
663	0.778771616	0.1810943843
664	0.778771616	0.1810705979
665	0.778771616	0.181070584
666	0.778771616	0.1810626274
667	0.778771616	0.1810600863
668	0.778771616	0.1810597808
669	0.778771616	0.1810597947
670	0.7789882107	0.1810274824
671	0.7789882107	0.1810269825
672	0.778771616	0.1810262882
673	0.778771616	0.1810256356
674	0.778771616	0.181025094
675	0.778771616	0.181024608
676	0.778771616	0.1810241081
677	0.778771616	0.1810209838
678	0.778771616	0.1810189981
679	0.778771616	0.1810127912
680	0.778771616	0.1810126801
681	0.778771616	0.1810118886
682	0.778771616	0.1810114165
683	0.778771616	0.1810072924
684	0.778771616	0.1809948923
685	0.778771616	0.1809945313
686	0.7789882107	0.1809752578
687	0.778771616	0.1809748829
688	0.778771616	0.1809733277
689	0.778771616	0.1809648712
690	0.778771616	0.1809645102
691	0.778771616	0.1809610109
692	0.778771616	0.1809609415
693	0.7789882107	0.1809427233
694	0.7789882107	0.18094239
695	0.7789882107	0.1809406126
696	0.778771616	0.1809396962
697	0.778771616	0.1809394879
698	0.7789882107	0.1809138547
699	0.7789882107	0.1809135908
700	0.7789882107	0.1809134659
701	0.7789882107	0.1809134381
702	0.7789882107	0.1809131743
703	0.7789882107	0.1809126466
704	0.7789882107	0.180912591
705	0.7789882107	0.1809121189
706	0.7789882107	0.1809084114
707	0.7789882107	0.1808867912
708	0.7789882107	0.1808866384
709	0.7789882107	0.1808817645
710	0.7789882107	0.1808816118
711	0.7789882107	0.1808815979
712	0.7783103655	0.1808811952
713	0.7783103655	0.1808810286
714	0.7783103655	0.1808809036
715	0.7783103655	0.1808804037
716	0.7783103655	0.1808786402
717	0.7783103655	0.1808784041
718	0.7783103655	0.1808782792
719	0.7783103655	0.1808782514
720	0.7783103655	0.1808675454
721	0.7783103655	0.1808673788
722	0.7784269663	0.1808672955
723	0.7783103655	0.1808655459
724	0.7782101167	0.1808653792
725	0.7784269663	0.1808651432
726	0.7784269663	0.1808650182
727	0.7782101167	0.1808641989
728	0.7782101167	0.1808640323
729	0.7782101167	0.1808634769
730	0.7782101167	0.1808633519
731	0.7782101167	0.1808632269
732	0.7782101167	0.1808601443
733	0.7782101167	0.1808600332
734	0.7782101167	0.1808578253
735	0.7802410356	0.1808563534
736	0.7802410356	0.1808563118
737	0.7802410356	0.1808562146
738	0.7802410356	0.1808524932
739	0.7802410356	0.1808522571
740	0.7802410356	0.1808505769
741	0.7802410356	0.1808504242
742	0.7802410356	0.1808485635
743	0.7802410356	0.1808484802
744	0.7802410356	0.1808484802
745	0.7802410356	0.1808482163
746	0.7802410356	0.1808357469
747	0.7782101167	0.1808315672
748	0.7782101167	0.1808315256
749	0.7782101167	0.1808314284
750	0.7782101167	0.1808314006
751	0.7802410356	0.1808158763
752	0.7802410356	0.1808092249
753	0.7802410356	0.1808091555
754	0.7802410356	0.1808069616
755	0.7802410356	0.180806906
756	0.7802410356	0.1808068366
757	0.7802410356	0.1808067949
758	0.7802410356	0.1808067672
759	0.7802410356	0.1808030735
760	0.7802410356	0.1807938394
761	0.7802410356	0.1807922009
762	0.7802410356	0.1807921731
763	0.7802410356	0.180786355
764	0.7802410356	0.1807861745
765	0.7802410356	0.1807860495
766	0.7802410356	0.1807859523
767	0.7802410356	0.1807851608
768	0.7802410356	0.1807830224
769	0.7802410356	0.1807829946
770	0.7802410356	0.1807667621
771	0.7802410356	0.1807667482
772	0.7802410356	0.1807667065
773	0.7802410356	0.1807666927
774	0.7802410356	0.1807663316
775	0.7802410356	0.1807646653
776	0.7802410356	0.1807609023
777	0.7802410356	0.1807607912
778	0.7802410356	0.180759236
779	0.7802410356	0.1807578057
780	0.7802410356	0.1807565421
781	0.7802410356	0.1807512655
782	0.7802410356	0.18075121
783	0.7802410356	0.1807493493
784	0.7802410356	0.1807475996
785	0.7802410356	0.1807458639
786	0.7802410356	0.1807458084
787	0.7802410356	0.1807430034
788	0.7802410356	0.1807429618
789	0.7802410356	0.1807416704
790	0.7802410356	0.1807416287
791	0.7802410356	0.1807415593
792	0.7802410356	0.1807415176
793	0.7802410356	0.1807414899
794	0.7802410356	0.1807403235
795	0.7802410356	0.1807392681
796	0.7802410356	0.1807377129
797	0.7802410356	0.1807348941
798	0.7782101167	0.1807211194
799	0.7782101167	0.1807191476
800	0.7802410356	0.1807159122
801	0.7802410356	0.1807158705
802	0.7782101167	0.1807154817
803	0.7782101167	0.1807139821
804	0.7782101167	0.1807064559
805	0.7782101167	0.1807033872
806	0.7782101167	0.1807019292
807	0.7782101167	0.1806981661
808	0.7782101167	0.1806884321
809	0.7782101167	0.180684308
810	0.7782101167	0.1806831555
811	0.7782101167	0.1806830305
812	0.7802410356	0.180682239
813	0.7802410356	0.1806681866
814	0.7802410356	0.1806680616
815	0.7802410356	0.1806680061
816	0.7796509026	0.1806499267
817	0.7796509026	0.1806498712
818	0.7793371156	0.1806486076
819	0.7794534866	0.1806484548
820	0.7794534866	0.1806483993
821	0.7794534866	0.1806483437
822	0.7794534866	0.1806286675
823	0.7794534866	0.1806256265
824	0.7794534866	0.1806244323
825	0.7794534866	0.1806243907
826	0.7794534866	0.1806243351
827	0.7794534866	0.1806242935
828	0.7794534866	0.1806242518
829	0.7794534866	0.1806242102
830	0.7794534866	0.1806241963
831	0.7794534866	0.1806241546
832	0.7793371156	0.1806235437
833	0.7793371156	0.1806235159
834	0.7795346062	0.18062253
835	0.7795346062	0.1806225161
836	0.7793371156	0.1806224606
837	0.7795346062	0.1806214608
838	0.7795346062	0.1806205304
839	0.7795346062	0.1806205304
840	0.7795346062	0.1806196834
841	0.7795346062	0.1806196001
842	0.7795346062	0.1806179477
843	0.7795346062	0.1806167813
844	0.7795346062	0.180611699
845	0.7795346062	0.1806115463
846	0.7793371156	0.1806114352
847	0.7793371156	0.1806099494
848	0.7793371156	0.1806099494
849	0.7793371156	0.1806084498
850	0.7794534866	0.180587496
851	0.7793371156	0.1805180391
852	0.7793371156	0.1805180114
853	0.7793371156	0.1805133735
854	0.7793371156	0.1805133318
855	0.7793371156	0.1805132346
856	0.7794534866	0.1804961828
857	0.7794534866	0.1804961273
858	0.7794534866	0.1804960162
859	0.7792207792	0.1804521231
860	0.7792207792	0.1804521231
861	0.7792207792	0.1804520815
862	0.7793371156	0.1804519426
863	0.7793371156	0.1804518454
864	0.7793371156	0.1804484156
865	0.7793371156	0.180444472
866	0.7777944938	0.1804443748
867	0.7779115257	0.1804435417
868	0.7779115257	0.1804434584
869	0.7779115257	0.1804434028
870	0.7779622642	0.1804426669
871	0.7779622642	0.1804425974
872	0.7779622642	0.1804395703
873	0.7779622642	0.1804392648
874	0.7779622642	0.1804392093
875	0.7778448536	0.1804379179
876	0.7778448536	0.1804378624
877	0.7778448536	0.1804363905
878	0.7778448536	0.180424407
879	0.7793371156	0.1804165337
880	0.7778448536	0.1804164226
881	0.7779622642	0.1804156867
882	0.7778448536	0.1804147008
883	0.7779622642	0.1804146036
884	0.7779622642	0.1804145758
885	0.7778448536	0.1804025924
886	0.7793919425	0.180390595
887	0.7793919425	0.1803904978
888	0.7793919425	0.1803905117
889	0.7793919425	0.1803902895
890	0.7793919425	0.1803902062
891	0.7793919425	0.1803852351
892	0.7793919425	0.1803851795
893	0.7778448536	0.1803851101
894	0.7779622642	0.1803850684
895	0.7779622642	0.1803835549
896	0.7779622642	0.1803835271
897	0.7779622642	0.1803834716
